INTERACTOR_A	INTERACTOR_B
ce4271	ce9527
ce7783	ce7783
ce16994	ce8924
ce16661	ce3674
ce13126	ce5405
ce3557	ce3956
ce1465	ce2189
ce16715	ce4459
ce11926	ce8924
ce2234	ce5756
ce5756	ce6989
ce1014	ce16945
ce4271	ce7109
ce10208	ce15135
ce1209	ce5889
ce18980	ce8924
ce2556	ce3981
ce547	ce5756
ce11340	ce7877
ce5909	ce6309
ce3413	ce5756
ce18680	ce9693
ce5756	ce7243
ce3649	ce5755
ce3674	ce7562
ce2614	ce6596
ce2527	ce4271
ce19012	ce6125
ce15132	ce4850
ce16161	ce1635
ce10019	ce16868
ce3956	ce6124
ce1465	ce2292
ce10015	ce7877
ce3292	ce7842
ce12881	ce8924
ce2363	ce8007
ce18192	ce8924
ce15451	ce4100
ce15708	ce18266
ce10019	ce15498
ce17182	ce8070
ce11402	ce8270
ce5756	ce6779
ce18162	ce7265
ce2795	ce3674
ce4225	ce8788
ce16945	ce3956
ce5754	ce6057
ce169	ce2795
ce3918	ce6059
ce15319	ce17499
ce10818	ce1541
ce5031	ce6810
ce15708	ce17146
ce1825	ce5322
ce1541	ce18924
ce1883	ce7645
ce1883	ce8312
ce1465	ce2502
ce10264	ce15679
ce14375	ce7323
ce12038	ce17569
ce14608	ce4460
ce6411	ce8110
ce4271	ce4443
ce3118	ce7820
ce14896	ce14896
ce1465	ce639
ce5580	ce6962
ce1377	ce2957
ce1227	ce1570
ce2957	ce4522
ce11738	ce17182
ce18426	ce4826
ce10579	ce7586
ce1541	ce4225
ce16494	ce7020
ce15010	ce4271
ce16006	ce8924
ce12975	ce15217
ce3853	ce6354
ce10439	ce7645
ce6058	ce6329
ce16004	ce1630
ce4271	ce8576
ce1022	ce10579
ce2331	ce8114
ce13886	ce4271
ce13885	ce6552
ce299	ce7877
ce1377	ce2667
ce10510	ce16005
ce11924	ce13584
ce1264	ce8274
ce3674	ce4539
ce13028	ce2838
ce1590	ce5756
ce7952	ce95
ce27	ce7284
ce12499	ce13490
ce4944	ce6305
ce7877	ce9895
ce452	ce5637
ce1224	ce1825
ce7613	ce8467
ce5943	ce8408
ce10136	ce10578
ce3649	ce7612
ce12798	ce1945
ce11570	ce13219
ce12499	ce18162
ce13126	ce878
ce1014	ce2042
ce7715	ce891
ce13852	ce7877
ce2556	ce412
ce4271	ce6024
ce2924	ce7055
ce3674	ce3674
ce4424	ce5942
ce10080	ce4028
ce1750	ce2875
ce18882	ce8919
ce3557	ce5637
ce14385	ce9120
ce1014	ce14260
ce2163	ce2724
ce1377	ce4978
ce12688	ce16239
ce13193	ce4271
ce10707	ce1342
ce265	ce5886
ce11087	ce8272
ce1951	ce3855
ce3852	ce4271
ce15860	ce17269
ce1149	ce1227
ce3532	ce5072
ce14897	ce5031
ce1738	ce2875
ce12128	ce12685
ce4156	ce5774
ce15008	ce4064
ce5756	ce8623
ce14867	ce2985
ce15607	ce7079
ce12798	ce14608
ce11082	ce8006
ce2041	ce7820
ce10161	ce15200
ce12686	ce19012
ce11290	ce15710
ce12038	ce1848
ce13334	ce3972
ce14385	ce4322
ce4156	ce5756
ce18457	ce2949
ce2313	ce7715
ce3103	ce5176
ce12129	ce12834
ce6099	ce6962
ce1465	ce6619
ce6075	ce7110
ce2795	ce7108
ce13219	ce5048
ce18295	ce8276
ce4889	ce9638
ce14445	ce3751
ce1480	ce7877
ce16500	ce16500
ce16625	ce2292
ce14899	ce6778
ce17271	ce7054
ce14869	ce2980
ce3100	ce7952
ce10319	ce16432
ce1307	ce3767
ce15645	ce17182
ce17884	ce5047
ce14867	ce4776
ce2875	ce9427
ce2794	ce8246
ce3049	ce8924
ce12975	ce9000
ce1921	ce8924
ce17642	ce5016
ce4978	ce7076
ce16344	ce8116
ce11386	ce13609
ce13126	ce13945
ce1366	ce4947
ce16714	ce7211
ce8274	ce8923
ce3716	ce6777
ce19190	ce3650
ce1362	ce4271
ce12038	ce1843
ce3597	ce3674
ce2610	ce9001
ce2610	ce3570
ce13004	ce2556
ce6893	ce7188
ce1453	ce9423
ce13608	ce412
ce11486	ce11574
ce5310	ce5756
ce3138	ce7654
ce259	ce412
ce283	ce412
ce11799	ce8924
ce13852	ce16868
ce5709	ce5943
ce10265	ce15494
ce11188	ce15048
ce112	ce412
ce6354	ce7160
ce1070	ce288
ce1755	ce4521
ce10439	ce288
ce3907	ce7561
ce15859	ce6122
ce133	ce3981
ce11743	ce8788
ce14508	ce7820
ce5756	ce7110
ce3368	ce7820
ce1541	ce547
ce13271	ce6777
ce10380	ce11623
ce7711	ce7872
ce11744	ce2795
ce1480	ce6802
ce11386	ce1767
ce10440	ce3956
ce1014	ce5805
ce4156	ce4978
ce18882	ce2712
ce5257	ce8246
ce16045	ce5161
ce12128	ce8532
ce3981	ce8535
ce13272	ce2795
ce5177	ce5177
ce8919	ce9000
ce7816	ce9638
ce2875	ce8699
ce1213	ce4271
ce15132	ce6481
ce3853	ce3956
ce11934	ce2875
ce13066	ce7649
ce3970	ce4826
ce16121	ce6644
ce13491	ce3256
ce8270	ce8270
ce13219	ce2175
ce164	ce2875
ce15322	ce1884
ce3148	ce5681
ce12834	ce13711
ce11527	ce8924
ce1014	ce1766
ce13518	ce1541
ce12035	ce15322
ce17809	ce6339
ce4459	ce5047
ce3649	ce93
ce7872	ce8208
ce8270	ce8307
ce1046	ce15860
ce1022	ce6329
ce18981	ce9
ce2640	ce3649
ce11085	ce1895
ce10262	ce18004
ce4271	ce7524
ce2535	ce4271
ce1541	ce18231
ce16688	ce4400
ce2533	ce4849
ce12189	ce7645
ce16315	ce4051
ce4976	ce8272
ce18264	ce9474
ce2479	ce2479
ce13219	ce8406
ce10019	ce15859
ce2572	ce2838
ce11699	ce15860
ce3981	ce8878
ce4847	ce895
ce11572	ce6059
ce10579	ce6391
ce634	ce8467
ce1377	ce2379
ce18349	ce6343
ce3918	ce981
ce2533	ce3974
ce1377	ce7187
ce13219	ce176
ce13303	ce3956
ce13126	ce6842
ce5433	ce8788
ce15322	ce9829
ce2292	ce8311
ce11239	ce4777
ce3856	ce4421
ce14426	ce14426
ce14608	ce19366
ce412	ce547
ce2533	ce4101
ce2724	ce7714
ce1174	ce1541
ce14232	ce16005
ce3262	ce5491
ce1465	ce16955
ce2360	ce521
ce13219	ce9584
ce412	ce4271
ce12918	ce5248
ce2875	ce3853
ce2804	ce9089
ce1231	ce1231
ce4363	ce8110
ce4271	ce7820
ce2018	ce7562
ce6122	ce7079
ce2014	ce3674
ce3894	ce4271
ce12034	ce2313
ce13819	ce3855
ce7584	ce7715
ce12079	ce17182
ce14945	ce5682
ce3973	ce4129
ce6345	ce7079
ce5756	ce7467
ce15857	ce8337
ce10201	ce4835
ce1069	ce8272
ce5372	ce5756
ce5385	ce5756
ce2361	ce9638
ce2730	ce4870
ce18646	ce8534
ce16401	ce5776
ce2533	ce2936
ce16493	ce17642
ce15132	ce9195
ce6354	ce6989
ce16467	ce18192
ce16039	ce7079
ce2508	ce2795
ce14415	ce16346
ce4590	ce4952
ce14762	ce17884
ce1465	ce3368
ce17359	ce5581
ce16117	ce2313
ce16315	ce4586
ce3919	ce7715
ce3581	ce7243
ce15250	ce18004
ce1814	ce4682
ce3368	ce4370
ce10982	ce8997
ce2652	ce777
ce2875	ce635
ce12190	ce4826
ce5047	ce6757
ce15218	ce3160
ce17740	ce6412
ce13758	ce13758
ce14866	ce2795
ce13126	ce3997
ce3919	ce3972
ce16687	ce5756
ce12834	ce8924
ce18454	ce3674
ce1368	ce3310
ce10814	ce878
ce1377	ce16275
ce1738	ce412
ce14868	ce17610
ce13126	ce3751
ce2595	ce9584
ce1805	ce3148
ce12516	ce19012
ce12035	ce13882
ce15494	ce2689
ce15449	ce15449
ce12035	ce6962
ce3621	ce7877
ce2969	ce6673
ce2556	ce8467
ce2292	ce9377
ce1101	ce1101
ce15098	ce2724
ce3674	ce4307
ce412	ce694
ce2969	ce4445
ce3827	ce4907
ce393	ce8270
ce16045	ce8373
ce1092	ce13218
ce2783	ce5710
ce1510	ce6354
ce18107	ce5564
ce14867	ce9959
ce2475	ce7820
ce12498	ce15322
ce1165	ce3693
ce2875	ce3118
ce1198	ce1766
ce2949	ce688
ce14672	ce3693
ce12390	ce3280
ce12427	ce1465
ce4271	ce7159
ce14203	ce4271
ce4978	ce7843
ce5073	ce5073
ce1541	ce3918
ce2795	ce8405
ce15322	ce3908
ce3342	ce3674
ce9196	ce9482
ce1428	ce2875
ce6893	ce8791
ce1014	ce1425
ce11084	ce2005
ce11444	ce15495
ce2969	ce3674
ce6023	ce8041
ce16867	ce5681
ce17435	ce5177
ce1227	ce1747
ce3300	ce4271
ce10201	ce1685
ce11340	ce1465
ce5889	ce7323
ce18427	ce7646
ce16349	ce16500
ce17499	ce7020
ce3140	ce8246
ce1155	ce3102
ce17642	ce8534
ce2399	ce376
ce16778	ce1849
ce1368	ce7717
ce5756	ce6100
ce3956	ce7467
ce5179	ce7586
ce5756	ce6732
ce1541	ce5324
ce412	ce5092
ce3660	ce8574
ce16777	ce169
ce3365	ce5756
ce2795	ce4446
ce18680	ce2838
ce2208	ce6962
ce412	ce412
ce13219	ce5168
ce11338	ce5317
ce1377	ce412
ce6989	ce7820
ce18531	ce6373
ce3487	ce3855
ce7052	ce957
ce1231	ce13125
ce17642	ce5324
ce12834	ce16039
ce17672	ce4271
ce16493	ce16500
ce2508	ce3674
ce1377	ce18378
ce11521	ce11799
ce12032	ce8655
ce5908	ce7645
ce13783	ce409
ce15787	ce2430
ce2783	ce288
ce16493	ce7429
ce13219	ce13394
ce1220	ce4063
ce1377	ce6643
ce12834	ce3009
ce11531	ce15191
ce1635	ce2795
ce5806	ce7213
ce1541	ce5659
ce2292	ce3570
ce393	ce7879
ce8272	ce8534
ce1767	ce8700
ce1429	ce2652
ce16122	ce1883
ce13820	ce1453
ce2785	ce7615
ce2013	ce7654
ce17469	ce8407
ce6893	ce9427
ce12038	ce5048
ce10019	ce3251
ce12317	ce1377
ce7644	ce7644
ce15132	ce554
ce1081	ce3981
ce2313	ce7876
ce16823	ce6989
ce3499	ce3956
ce1792	ce7646
ce13219	ce15681
ce1686	ce3570
ce3932	ce412
ce30	ce3581
ce14478	ce4976
ce13219	ce8792
ce3650	ce7136
ce13126	ce895
ce12798	ce7816
ce12352	ce615
ce11933	ce1737
ce13107	ce4622
ce1704	ce68
ce12035	ce5660
ce18882	ce5708
ce3091	ce3674
ce16778	ce5889
ce10019	ce8737
ce17950	ce9697
ce5136	ce7109
ce11439	ce5756
ce13331	ce8007
ce12917	ce8788
ce1515	ce5031
ce15859	ce9957
ce15042	ce15392
ce134	ce7950
ce16159	ce5161
ce10261	ce10380
ce11185	ce3027
ce18190	ce76
ce12879	ce4271
ce4271	ce9379
ce3280	ce4271
ce3855	ce9893
ce2924	ce7104
ce13852	ce8877
ce18005	ce18191
ce1541	ce2875
ce2875	ce5582
ce4271	ce616
ce2292	ce3368
ce12186	ce13880
ce14201	ce6343
ce3674	ce7678
ce15322	ce9194
ce15857	ce19255
ce16660	ce947
ce4189	ce6343
ce16200	ce3956
ce12834	ce13423
ce1541	ce4539
ce16199	ce412
ce18189	ce2875
ce15049	ce3083
ce336	ce7877
ce16005	ce16467
ce13947	ce17185
ce2260	ce4871
ce3971	ce5889
ce13812	ce5323
ce18558	ce9693
ce18831	ce3674
ce4680	ce7872
ce1590	ce6075
ce10019	ce17180
ce7975	ce7975
ce15359	ce1825
ce16630	ce4604
ce15010	ce7644
ce18004	ce2189
ce14700	ce283
ce169	ce1817
ce16994	ce3829
ce17183	ce2313
ce694	ce8700
ce11337	ce1856
ce2875	ce2969
ce4460	ce9524
ce13061	ce3981
ce10516	ce12516
ce1465	ce3702
ce10757	ce4682
ce3650	ce5193
ce13558	ce412
ce1560	ce6753
ce5757	ce6893
ce6373	ce7816
ce10261	ce15653
ce18425	ce18427
ce2712	ce4271
ce17029	ce3581
ce13219	ce16825
ce1691	ce19161
ce1198	ce16660
ce10019	ce5803
ce18946	ce3597
ce11521	ce677
ce1386	ce5756
ce11987	ce1335
ce10816	ce8007
ce15708	ce2731
ce11927	ce8788
ce11139	ce5632
ce1377	ce15926
ce16078	ce8182
ce3391	ce4271
ce13649	ce3317
ce13126	ce2533
ce740	ce8246
ce17467	ce17740
ce15009	ce3981
ce13987	ce419
ce7872	ce9697
ce13061	ce7217
ce15819	ce9638
ce3956	ce981
ce1593	ce7820
ce3148	ce3649
ce3701	ce5756
ce4826	ce885
ce11852	ce19239
ce16401	ce5161
ce11744	ce6893
ce16663	ce393
ce10017	ce17466
ce2986	ce7109
ce13125	ce299
ce18532	ce2795
ce15361	ce1541
ce3220	ce4271
ce15135	ce7953
ce2730	ce8531
ce1541	ce1817
ce15322	ce2640
ce11622	ce3410
ce265	ce3751
ce13944	ce14896
ce12640	ce2875
ce19421	ce2795
ce14507	ce7586
ce6059	ce6075
ce11530	ce8272
ce11187	ce19012
ce10017	ce3047
ce3674	ce3729
ce17397	ce9584
ce13108	ce691
ce1465	ce1465
ce16076	ce1856
ce10516	ce14608
ce2533	ce9527
ce13459	ce14801
ce3532	ce5191
ce14867	ce2313
ce13820	ce7645
ce11987	ce7820
ce3411	ce3693
ce2875	ce3542
ce13126	ce17919
ce16315	ce2659
ce13105	ce8180
ce4889	ce6390
ce13126	ce6075
ce1218	ce14801
ce3674	ce7348
ce1541	ce3391
ce2839	ce6374
ce3738	ce4271
ce4681	ce8924
ce12642	ce17241
ce13784	ce9764
ce18192	ce6311
ce3205	ce6166
ce12918	ce8219
ce4307	ce8067
ce1752	ce7820
ce5324	ce5756
ce16500	ce8460
ce8246	ce8534
ce17028	ce4682
ce3489	ce4271
ce1092	ce11521
ce15899	ce3693
ce12763	ce8465
ce18004	ce2741
ce1857	ce7820
ce2292	ce8405
ce14867	ce6221
ce5632	ce9527
ce16349	ce17705
ce3310	ce6843
ce14546	ce6673
ce3327	ce4130
ce1141	ce1480
ce12916	ce15248
ce8467	ce9826
ce14735	ce15132
ce3674	ce7467
ce1099	ce3674
ce11521	ce11521
ce2556	ce8788
ce13105	ce18680
ce1086	ce788
ce3368	ce634
ce32	ce4271
ce4890	ce7872
ce14443	ce4951
ce1377	ce5342
ce13126	ce2595
ce4066	ce6075
ce3160	ce3468
ce11186	ce3570
ce16660	ce872
ce1202	ce4271
ce1014	ce778
ce3981	ce6526
ce2042	ce2875
ce5581	ce6844
ce15565	ce8700
ce2331	ce2331
ce12688	ce1465
ce18043	ce5201
ce3674	ce7719
ce11521	ce7953
ce7821	ce8111
ce13126	ce6546
ce1453	ce7713
ce3674	ce8110
ce7654	ce8841
ce1883	ce3853
ce14071	ce6997
ce17884	ce5048
ce12918	ce13219
ce19163	ce3160
ce16994	ce2309
ce3292	ce95
ce172	ce7877
ce1014	ce3160
ce12128	ce3737
ce11386	ce319
ce17916	ce3674
ce2668	ce5756
ce18426	ce412
ce18294	ce2428
ce5031	ce802
ce3668	ce9119
ce12189	ce3981
ce15710	ce2313
ce7079	ce7523
ce1695	ce9001
ce5581	ce5887
ce1662	ce6075
ce1631	ce1792
ce4066	ce5756
ce3956	ce4063
ce14700	ce2652
ce15816	ce16780
ce11220	ce9693
ce11521	ce3049
ce15133	ce16897
ce10261	ce4684
ce1857	ce5872
ce2795	ce2795
ce15708	ce9764
ce10019	ce13125
ce19190	ce7649
ce16493	ce5474
ce4271	ce7210
ce1560	ce2875
ce19296	ce3329
ce4586	ce9528
ce7820	ce8924
ce4978	ce5324
ce17242	ce17397
ce5756	ce7380
ce10813	ce6673
ce6059	ce7820
ce6802	ce7877
ce1482	ce17947
ce165	ce3956
ce3160	ce5092
ce1014	ce1560
ce5992	ce7645
ce166	ce2875
ce13004	ce446
ce13519	ce5161
ce14867	ce1510
ce13883	ce302
ce17884	ce2313
ce2875	ce3468
ce3315	ce3674
ce1926	ce5756
ce12914	ce2785
ce13062	ce994
ce5069	ce7499
ce15649	ce2958
ce6868	ce8786
ce17270	ce2875
ce1711	ce3570
ce11572	ce3569
ce5192	ce7877
ce12834	ce2534
ce2875	ce412
ce11402	ce5636
ce2784	ce2795
ce12725	ce16782
ce17030	ce9764
ce11521	ce15186
ce8924	ce9584
ce1377	ce3649
ce10579	ce6075
ce1906	ce4322
ce1377	ce1805
ce3161	ce8007
ce14801	ce4891
ce11744	ce3581
ce14867	ce3069
ce2795	ce2875
ce1541	ce5385
ce13819	ce2785
ce547	ce7211
ce2542	ce2957
ce16122	ce2783
ce11929	ce15048
ce3292	ce9956
ce686	ce7284
ce11620	ce8469
ce7821	ce9581
ce13066	ce4976
ce14204	ce9194
ce2875	ce7468
ce12320	ce6673
ce1377	ce18079
ce13885	ce17182
ce15819	ce16778
ce2784	ce8274
ce4906	ce4906
ce12269	ce2292
ce5177	ce547
ce13441	ce13758
ce13005	ce1465
ce13585	ce1737
ce5711	ce7877
ce2668	ce2875
ce1135	ce78
ce1465	ce8270
ce12607	ce13219
ce3997	ce7562
ce1541	ce5092
ce3016	ce3149
ce2353	ce2556
ce1267	ce7820
ce12615	ce845
ce13219	ce3570
ce2949	ce9197
ce12834	ce2172
ce13942	ce3751
ce14260	ce3956
ce12991	ce13422
ce16527	ce6126
ce6022	ce7211
ce11386	ce7138
ce15048	ce8919
ce13219	ce8307
ce16239	ce6499
ce10516	ce3996
ce2508	ce412
ce8246	ce8270
ce2713	ce5168
ce3649	ce7918
ce16994	ce8534
ce1697	ce2875
ce1465	ce15651
ce142	ce7783
ce7102	ce7715
ce2795	ce8110
ce18006	ce5777
ce3728	ce7820
ce2875	ce639
ce16199	ce17642
ce15132	ce4101
ce12609	ce5176
ce15280	ce4949
ce18191	ce8307
ce3174	ce8405
ce4271	ce7563
ce13852	ce7210
ce12615	ce15817
ce1377	ce19571
ce4271	ce5341
ce11240	ce9424
ce15494	ce17358
ce16779	ce18530
ce14835	ce16994
ce109	ce2785
ce10515	ce1691
ce7653	ce8877
ce12834	ce700
ce10207	ce13126
ce13126	ce7654
ce1646	ce692
ce8877	ce9697
ce569	ce8007
ce13219	ce15360
ce5047	ce5177
ce10817	ce4271
ce1200	ce2290
ce15010	ce3918
ce3971	ce4943
ce3027	ce4446
ce15050	ce7872
ce12615	ce12615
ce6524	ce7265
ce18646	ce18646
ce13649	ce7323
ce13219	ce2865
ce6075	ce6810
ce12268	ce15563
ce13271	ce17499
ce16528	ce8246
ce2652	ce6346
ce7821	ce9086
ce1368	ce5157
ce13236	ce5279
ce18192	ce3095
ce13488	ce5136
ce7784	ce878
ce17468	ce9482
ce12190	ce4271
ce16500	ce7916
ce15558	ce15558
ce13219	ce15282
ce13735	ce6959
ce3173	ce412
ce2533	ce2533
ce15565	ce1767
ce15282	ce5681
ce5756	ce6340
ce1541	ce6894
ce287	ce5307
ce6312	ce7161
ce12502	ce5756
ce11739	ce11741
ce1541	ce5543
ce13736	ce13736
ce3996	ce6411
ce1377	ce13881
ce7467	ce7817
ce3674	ce8958
ce3160	ce6200
ce2783	ce3073
ce16239	ce16467
ce14802	ce2875
ce19013	ce412
ce11744	ce16994
ce4271	ce7020
ce18529	ce2313
ce12463	ce5756
ce14947	ce16500
ce5581	ce9044
ce13758	ce7807
ce6058	ce7380
ce11438	ce4604
ce13126	ce2783
ce2712	ce9693
ce4271	ce6059
ce13063	ce18106
ce15899	ce8274
ce19320	ce5281
ce1541	ce9824
ce5092	ce7872
ce3468	ce8617
ce13586	ce17182
ce253	ce2875
ce12190	ce7820
ce13333	ce2949
ce14702	ce1541
ce10081	ce4805
ce4808	ce7020
ce4500	ce7054
ce13852	ce2795
ce1883	ce3230
ce1883	ce6059
ce17397	ce17547
ce1766	ce2875
ce16994	ce6962
ce17030	ce9826
ce6309	ce6411
ce10019	ce19190
ce13066	ce15358
ce10019	ce9086
ce2783	ce6307
ce1231	ce15651
ce17184	ce4271
ce13784	ce2292
ce4212	ce7294
ce10017	ce7820
ce283	ce2875
ce10920	ce4947
ce2035	ce7498
ce1209	ce2898
ce1014	ce166
ce18946	ce2817
ce10381	ce4271
ce5756	ce6499
ce13942	ce2533
ce12501	ce1377
ce16239	ce5711
ce19012	ce3867
ce6524	ce7106
ce13126	ce7054
ce2075	ce5799
ce6409	ce7715
ce16743	ce2313
ce18426	ce7820
ce15043	ce4680
ce12878	ce412
ce4290	ce4421
ce1101	ce2957
ce11743	ce6546
ce15427	ce5031
ce4287	ce4287
ce16660	ce2313
ce5281	ce5281
ce2352	ce694
ce1993	ce3970
ce10439	ce6313
ce13271	ce6075
ce10380	ce8310
ce12795	ce4210
ce9283	ce9826
ce17182	ce17917
ce1784	ce4682
ce12516	ce7877
ce11439	ce7586
ce1274	ce5581
ce1541	ce6986
ce2189	ce8700
ce1287	ce4978
ce12321	ce694
ce6673	ce9766
ce16315	ce7843
ce2795	ce3174
ce14607	ce6394
ce2906	ce4421
ce13126	ce7952
ce13584	ce7872
ce2505	ce6354
ce10380	ce10758
ce17271	ce4271
ce17671	ce412
ce10980	ce5307
ce11280	ce2013
ce1386	ce3674
ce1602	ce8246
ce14426	ce4961
ce3738	ce957
ce6008	ce8270
ce2875	ce4446
ce15565	ce4826
ce10161	ce1695
ce10920	ce7284
ce12931	ce14205
ce4923	ce5069
ce5047	ce8924
ce10019	ce17030
ce17499	ce3390
ce3160	ce8270
ce4659	ce4925
ce7645	ce9194
ce14867	ce1602
ce12568	ce7872
ce13520	ce3674
ce1220	ce4308
ce1817	ce6022
ce13942	ce1541
ce19141	ce7820
ce1092	ce3956
ce5218	ce5218
ce412	ce616
ce136	ce2785
ce13219	ce5248
ce14801	ce9119
ce10514	ce3693
ce4308	ce799
ce4288	ce9239
ce4424	ce7212
ce13456	ce5734
ce5632	ce7654
ce12038	ce14901
ce1022	ce13126
ce10577	ce3581
ce5176	ce878
ce2760	ce7821
ce12950	ce14170
ce10016	ce9584
ce4210	ce5028
ce1377	ce253
ce3317	ce638
ce18403	ce18529
ce19012	ce4251
ce3238	ce5031
ce1014	ce3853
ce1738	ce4539
ce14867	ce294
ce9086	ce9697
ce12991	ce4156
ce10319	ce3981
ce5756	ce9376
ce2313	ce4289
ce1767	ce8206
ce13758	ce7323
ce1092	ce16117
ce11236	ce11933
ce547	ce7751
ce3956	ce5805
ce1541	ce3557
ce13219	ce2254
ce16239	ce491
ce1465	ce19281
ce11528	ce8924
ce7645	ce7872
ce1541	ce6989
ce5581	ce6645
ce2795	ce6892
ce2414	ce6354
ce143	ce15708
ce2061	ce8246
ce3570	ce4028
ce16239	ce6390
ce15358	ce1767
ce17706	ce6393
ce14445	ce4008
ce16239	ce9527
ce2179	ce9482
ce1298	ce2795
ce1377	ce16627
ce2785	ce4826
ce7815	ce8736
ce16076	ce3478
ce3738	ce3956
ce4271	ce6098
ce16312	ce2949
ce3917	ce5888
ce16467	ce4826
ce1377	ce843
ce14945	ce7561
ce1465	ce5872
ce12128	ce172
ce16826	ce2804
ce14508	ce4271
ce393	ce496
ce6755	ce9638
ce5542	ce7820
ce3403	ce7054
ce3318	ce791
ce11086	ce1883
ce3160	ce4943
ce1465	ce19420
ce7877	ce7877
ce17030	ce9527
ce11088	ce3981
ce13393	ce5031
ce12991	ce16076
ce1372	ce3581
ce18923	ce2652
ce14260	ce6075
ce412	ce6024
ce1014	ce12640
ce13942	ce2795
ce131	ce4084
ce1377	ce13905
ce10318	ce2313
ce14739	ce8
ce2590	ce5756
ce2313	ce8039
ce15652	ce19489
ce18265	ce6497
ce4271	ce7407
ce3581	ce5755
ce3971	ce6023
ce2208	ce6023
ce3768	ce6354
ce16469	ce3751
ce1465	ce319
ce3047	ce8219
ce13557	ce8924
ce6411	ce8840
ce15928	ce7079
ce4826	ce9427
ce11620	ce4588
ce3468	ce4271
ce13219	ce3594
ce10382	ce2408
ce15558	ce16467
ce11889	ce4461
ce15284	ce4826
ce1391	ce412
ce169	ce19255
ce14548	ce8466
ce1014	ce3768
ce2353	ce6354
ce258	ce5213
ce16896	ce3981
ce3997	ce5161
ce2875	ce91
ce4788	ce6197
ce11485	ce4271
ce12187	ce7645
ce539	ce882
ce4063	ce4271
ce16863	ce7877
ce13066	ce14946
ce172	ce7645
ce1647	ce634
ce1921	ce6395
ce3674	ce9196
ce13819	ce3364
ce16276	ce1647
ce18456	ce6956
ce4976	ce7464
ce17063	ce7872
ce3648	ce6546
ce13040	ce1377
ce1168	ce5889
ce1993	ce4067
ce16779	ce18193
ce13587	ce16994
ce4271	ce5805
ce4445	ce6354
ce11853	ce8007
ce1785	ce8007
ce18044	ce3896
ce1377	ce2875
ce5756	ce7076
ce1218	ce13816
ce6582	ce8007
ce11736	ce412
ce10708	ce11280
ce13236	ce2314
ce19367	ce2377
ce11335	ce1244
ce15708	ce7843
ce4825	ce6574
ce1587	ce7161
ce6126	ce8270
ce10758	ce3594
ce14325	ce16239
ce2875	ce3768
ce10081	ce11744
ce3570	ce3570
ce15190	ce462
ce1541	ce15646
ce14203	ce6099
ce1541	ce4787
ce17096	ce17433
ce19602	ce2652
ce14944	ce1775
ce1541	ce6058
ce17182	ce17186
ce4978	ce7380
ce1951	ce5031
ce14022	ce17610
ce18351	ce2949
ce3956	ce541
ce4271	ce7499
ce11237	ce19012
ce8117	ce8531
ce13393	ce5756
ce14260	ce5756
ce12464	ce4539
ce15249	ce4271
ce5993	ce6411
ce19294	ce3786
ce5581	ce8996
ce14608	ce14761
ce15393	ce9894
ce14834	ce7872
ce1335	ce6753
ce299	ce8311
ce4173	ce7645
ce16045	ce2794
ce3160	ce4156
ce12082	ce1751
ce462	ce5637
ce4271	ce882
ce6986	ce9691
ce1465	ce1767
ce1053	ce1541
ce10206	ce4827
ce2795	ce616
ce10580	ce6411
ce11387	ce3543
ce3649	ce5238
ce3542	ce3649
ce3477	ce4227
ce6074	ce7466
ce18426	ce2652
ce19601	ce4826
ce10756	ce1817
ce13424	ce2875
ce14608	ce6075
ce13819	ce1883
ce3674	ce882
ce16239	ce2639
ce8007	ce8999
ce1272	ce1377
ce10081	ce7875
ce15494	ce7561
ce11238	ce1883
ce17808	ce5236
ce1602	ce5774
ce11402	ce6940
ce18560	ce7056
ce1377	ce14445
ce1909	ce5756
ce11924	ce3962
ce7054	ce8919
ce14375	ce1749
ce15102	ce17884
ce13424	ce8924
ce1904	ce8311
ce15494	ce639
ce14478	ce5324
ce15752	ce16239
ce13816	ce2783
ce11280	ce1209
ce5115	ce7845
ce17130	ce5756
ce15011	ce15965
ce3594	ce9584
ce11620	ce4156
ce12499	ce17645
ce12128	ce8620
ce6674	ce7109
ce13488	ce6732
ce16045	ce3738
ce1784	ce1817
ce5257	ce7086
ce3981	ce9762
ce15494	ce1674
ce11140	ce2399
ce10018	ce5581
ce1691	ce18705
ce4255	ce6075
ce291	ce8921
ce17182	ce4190
ce7820	ce858
ce1586	ce845
ce4271	ce8841
ce15817	ce7952
ce2817	ce4251
ce10261	ce18039
ce15929	ce17182
ce12035	ce8337
ce1236	ce7469
ce1014	ce2607
ce11340	ce2292
ce13126	ce17499
ce14905	ce16994
ce4590	ce95
ce4946	ce6524
ce19142	ce3071
ce13192	ce9377
ce10925	ce2528
ce1209	ce1373
ce17159	ce19012
ce12834	ce8008
ce17180	ce4968
ce3310	ce8924
ce8274	ce8735
ce11741	ce964
ce2730	ce6309
ce1597	ce6757
ce2939	ce5031
ce10439	ce6802
ce12269	ce2379
ce16467	ce3694
ce1466	ce3027
ce17642	ce2352
ce6284	ce8337
ce15132	ce15135
ce3317	ce6383
ce19012	ce784
ce13194	ce9085
ce2875	ce3489
ce12270	ce14941
ce3160	ce606
ce12389	ce3660
ce18882	ce7242
ce13944	ce3027
ce15651	ce4946
ce238	ce8924
ce16239	ce4147
ce3674	ce8271
ce2312	ce6075
ce2794	ce4271
ce4271	ce6023
ce18192	ce5872
