INTERACTOR_A	INTERACTOR_B
dm1648	dm7706
dm3615	dm6997
dm2233	dm8035
dm10183	dm12973
dm5702	dm789
dm2164	dm6390
dm4879	dm5830
dm3809	dm4390
dm13043	dm9757
dm7994	dm9250
dm1326	dm7295
dm11311	dm4381
dm4359	dm9060
dm12560	dm7164
dm10141	dm262
dm3125	dm6665
dm10715	dm3492
dm10517	dm7022
dm5394	dm8186
dm3458	dm4008
dm2517	dm6645
dm8646	dm9549
dm10727	dm6741
dm1527	dm8568
dm1444	dm5766
dm3803	dm813
dm3837	dm7534
dm10431	dm6933
dm12997	dm6888
dm2030	dm7513
dm12294	dm8434
dm4170	dm8584
dm6657	dm7317
dm10189	dm11365
dm5086	dm8023
dm3581	dm7513
dm1269	dm7982
dm5344	dm7054
dm5758	dm6784
dm11083	dm1465
dm2806	dm4516
dm11706	dm8415
dm3290	dm823
dm3322	dm4380
dm13240	dm7360
dm3090	dm3182
dm13354	dm7683
dm11947	dm6448
dm380	dm4565
dm4121	dm776
dm12530	dm8157
dm1404	dm8884
dm2344	dm8157
dm4001	dm4405
dm6518	dm6742
dm106	dm4418
dm12297	dm13146
dm5741	dm809
dm12269	dm2573
dm4766	dm650
dm828	dm8838
dm12788	dm736
dm10268	dm9885
dm11311	dm11872
dm3751	dm9583
dm3686	dm8511
dm1524	dm4602
dm3531	dm7789
dm4770	dm7172
dm4064	dm9181
dm10340	dm5172
dm5483	dm9127
dm1547	dm2995
dm12193	dm3751
dm13084	dm2099
dm12407	dm9629
dm3716	dm7611
dm5721	dm9123
dm10708	dm13417
dm1000	dm12718
dm12721	dm2171
dm2661	dm6715
dm3221	dm9933
dm11262	dm5153
dm3602	dm838
dm2093	dm8886
dm1115	dm4416
dm10423	dm9206
dm1726	dm2397
dm13985	dm758
dm10476	dm2993
dm13334	dm195
dm6484	dm9269
dm79	dm878
dm11411	dm5452
dm8349	dm985
dm7513	dm9056
dm10163	dm3540
dm2937	dm422
dm425	dm5894
dm1988	dm826
dm1378	dm552
dm11289	dm2297
dm11583	dm8226
dm5239	dm9440
dm1714	dm3581
dm11483	dm2585
dm3322	dm6200
dm12843	dm72
dm1667	dm7002
dm1468	dm4827
dm7685	dm9274
dm10852	dm2309
dm13967	dm4370
dm3602	dm6470
dm13475	dm5120
dm2784	dm5121
dm2429	dm5259
dm3540	dm9789
dm11561	dm5995
dm13357	dm2163
dm3134	dm5740
dm10317	dm12809
dm5551	dm7929
dm2204	dm7826
dm2271	dm3894
dm3816	dm8371
dm609	dm6448
dm12535	dm9568
dm4466	dm6411
dm2354	dm5000
dm3439	dm4252
dm3357	dm6666
dm12071	dm2891
dm1311	dm5766
dm6529	dm7773
dm11260	dm3397
dm168	dm3602
dm13090	dm8730
dm1812	dm246
dm1690	dm4942
dm10444	dm2006
dm13688	dm9601
dm11819	dm12843
dm10141	dm9251
dm11727	dm8486
dm1933	dm9710
dm4839	dm5594
dm11947	dm5927
dm4920	dm9050
dm5604	dm9583
dm13172	dm3816
dm12605	dm481
dm1102	dm2203
dm11208	dm11338
dm10453	dm1242
dm2265	dm6427
dm184	dm3309
dm11887	dm2051
dm10727	dm5491
dm1621	dm8524
dm1365	dm9233
dm7610	dm8461
dm2039	dm7525
dm24	dm7103
dm2680	dm3241
dm1204	dm2370
dm12112	dm425
dm10320	dm10436
dm12223	dm9866
dm3221	dm7540
dm13686	dm2093
dm536	dm7685
dm10031	dm7550
dm2344	dm966
dm11234	dm4415
dm2197	dm6249
dm5135	dm852
dm1716	dm243
dm4171	dm7079
dm2352	dm9394
dm11909	dm2868
dm10597	dm6809
dm2442	dm5172
dm23	dm8280
dm9251	dm9251
dm11032	dm8448
dm13835	dm6518
dm3424	dm7519
dm6074	dm7547
dm5655	dm6211
dm5824	dm5926
dm7599	dm9234
dm1435	dm3182
dm12401	dm7443
dm3616	dm6116
dm12828	dm5720
dm13557	dm9790
dm1326	dm2103
dm6357	dm9200
dm12213	dm4593
dm10291	dm8667
dm10727	dm4358
dm6715	dm7337
dm10475	dm11428
dm6183	dm9446
dm3157	dm6260
dm8158	dm8348
dm7079	dm9107
dm11934	dm9308
dm10757	dm3417
dm10676	dm2244
dm4568	dm4568
dm3366	dm5677
dm1607	dm2880
dm4082	dm8134
dm12113	dm7525
dm10903	dm5
dm6908	dm9188
dm2156	dm9556
dm136	dm3953
dm2751	dm2792
dm64	dm7610
dm11631	dm12090
dm10453	dm14065
dm3409	dm5741
dm5137	dm590
dm11076	dm9056
dm13922	dm9408
dm6518	dm9427
dm1383	dm6988
dm3500	dm9069
dm1919	dm2453
dm190	dm9892
dm6122	dm9743
dm2996	dm6467
dm4596	dm472
dm5192	dm7640
dm11074	dm9755
dm2783	dm7523
dm4531	dm4571
dm5740	dm7685
dm2751	dm6045
dm11831	dm2813
dm1380	dm6008
dm6553	dm9805
dm11947	dm13685
dm2306	dm4154
dm12023	dm519
dm235	dm321
dm4595	dm6010
dm3574	dm7229
dm2214	dm6260
dm12651	dm8309
dm2335	dm5121
dm5850	dm7055
dm10591	dm10592
dm10436	dm6437
dm10954	dm7809
dm7064	dm7864
dm4093	dm489
dm2571	dm7609
dm8597	dm8921
dm6404	dm6487
dm13064	dm5703
dm2323	dm4293
dm2344	dm4986
dm2328	dm7846
dm3107	dm4170
dm3570	dm4080
dm1680	dm4766
dm13633	dm7520
dm3180	dm3816
dm13085	dm3130
dm11032	dm2806
dm13898	dm6486
dm2196	dm7181
dm2505	dm5411
dm11530	dm4835
dm12843	dm2228
dm10978	dm7342
dm10444	dm244
dm10190	dm1577
dm12410	dm2491
dm5239	dm6972
dm525	dm8987
dm12331	dm9583
dm2589	dm8358
dm4209	dm7003
dm10183	dm9885
dm2479	dm9446
dm6077	dm9727
dm6427	dm7565
dm6024	dm9659
dm10399	dm9845
dm10683	dm2042
dm10187	dm6532
dm6146	dm9144
dm2944	dm3363
dm2135	dm2972
dm5740	dm9186
dm1332	dm8157
dm10732	dm6278
dm1262	dm4441
dm8696	dm9451
dm2738	dm6007
dm12435	dm2962
dm1113	dm6715
dm7213	dm7670
dm5720	dm9514
dm12782	dm2444
dm12353	dm1526
dm572	dm6357
dm10959	dm3624
dm2363	dm9577
dm6007	dm834
dm2397	dm279
dm12248	dm3111
dm2170	dm7828
dm11311	dm8715
dm12946	dm9727
dm10141	dm5407
dm6828	dm7723
dm1087	dm715
dm4552	dm6278
dm14011	dm6077
dm3425	dm6978
dm4824	dm6045
dm559	dm7517
dm3605	dm5616
dm4146	dm4379
dm8021	dm878
dm3180	dm4867
dm2233	dm6484
dm12827	dm443
dm11005	dm3029
dm1040	dm8659
dm13684	dm7279
dm5998	dm9658
dm10852	dm8170
dm1217	dm4824
dm11871	dm132
dm10163	dm12673
dm2614	dm3894
dm11098	dm1971
dm3669	dm4120
dm2563	dm5926
dm13334	dm7188
dm2614	dm3363
dm6516	dm7909
dm241	dm4566
dm13037	dm8329
dm248	dm8983
dm10001	dm7012
dm11506	dm1812
dm1650	dm305
dm4279	dm8277
dm2901	dm5690
dm13037	dm9680
dm1535	dm4989
dm13263	dm4866
dm4757	dm8920
dm12701	dm13063
dm11163	dm3717
dm10377	dm2203
dm2011	dm611
dm6487	dm6983
dm4199	dm8696
dm758	dm9465
dm1378	dm13870
dm1682	dm5569
dm7079	dm7632
dm1596	dm5604
dm195	dm2753
dm3772	dm5787
dm1757	dm4000
dm2787	dm6500
dm4130	dm5604
dm4324	dm9127
dm1967	dm3969
dm11311	dm6045
dm10453	dm11074
dm12168	dm5058
dm6717	dm9621
dm11311	dm12247
dm1627	dm636
dm1506	dm701
dm6326	dm8431
dm1607	dm3870
dm11807	dm3368
dm2031	dm5693
dm5099	dm9789
dm4153	dm8432
dm3406	dm5057
dm4493	dm5757
dm195	dm3867
dm2799	dm6655
dm1786	dm6408
dm12700	dm8226
dm2673	dm9017
dm1458	dm6644
dm11234	dm8140
dm10732	dm13581
dm917	dm9551
dm2813	dm4251
dm6028	dm6973
dm5281	dm9110
dm12273	dm2532
dm9181	dm9790
dm6645	dm8431
dm10291	dm4234
dm4636	dm5101
dm3895	dm9574
dm6468	dm6609
dm4766	dm5537
dm4481	dm9741
dm11636	dm267
dm11311	dm3365
dm2696	dm7496
dm2505	dm3581
dm10561	dm321
dm11161	dm6446
dm11238	dm7610
dm12415	dm13604
dm6007	dm7143
dm11262	dm3613
dm13038	dm8136
dm10420	dm9789
dm2375	dm6225
dm2093	dm2795
dm6892	dm7055
dm13577	dm8159
dm3782	dm9658
dm2630	dm8329
dm2695	dm5740
dm3675	dm6304
dm10883	dm7400
dm3876	dm498
dm2272	dm3773
dm739	dm840
dm2398	dm5221
dm1000	dm13731
dm10457	dm6298
dm13579	dm13660
dm13967	dm1837
dm10359	dm6913
dm3192	dm6246
dm3396	dm7274
dm5259	dm6668
dm2093	dm6974
dm3585	dm5740
dm4721	dm6191
dm10142	dm4466
dm3134	dm5672
dm3887	dm9421
dm1365	dm7182
dm1734	dm2751
dm2421	dm9168
dm7023	dm7616
dm8448	dm9127
dm7952	dm9167
dm2792	dm9592
dm2050	dm9703
dm7549	dm8084
dm10976	dm8186
dm13455	dm4103
dm11262	dm3574
dm11753	dm11831
dm6541	dm9144
dm4470	dm8568
dm4651	dm8956
dm2738	dm4468
dm13954	dm9205
dm11680	dm3935
dm5740	dm590
dm11527	dm674
dm3876	dm9818
dm123	dm4824
dm5293	dm5394
dm3087	dm878
dm1402	dm4614
dm2245	dm3846
dm2792	dm9426
dm6553	dm9479
dm5787	dm7466
dm1547	dm4537
dm10831	dm6666
dm1497	dm5894
dm10898	dm831
dm13433	dm3290
dm5298	dm6715
dm1378	dm4056
dm11173	dm5121
dm2876	dm8158
dm11484	dm4197
dm2525	dm6355
dm8061	dm9080
dm3613	dm7472
dm12012	dm2125
dm1048	dm923
dm10295	dm4596
dm10650	dm6389
dm10141	dm5152
dm10110	dm7022
dm3059	dm4634
dm3075	dm8278
dm12133	dm498
dm10084	dm12239
dm244	dm612
dm14031	dm2381
dm4008	dm6122
dm5763	dm6751
dm10183	dm13576
dm2396	dm5926
dm10801	dm8837
dm10192	dm8816
dm11680	dm12248
dm3540	dm3877
dm12401	dm1296
dm7002	dm8822
dm13580	dm6674
dm11792	dm9887
dm10163	dm12558
dm11636	dm765
dm10256	dm3887
dm3232	dm3363
dm2753	dm6990
dm10142	dm10882
dm8308	dm9548
dm323	dm6259
dm2571	dm9661
dm13612	dm6244
dm2294	dm7299
dm10977	dm5100
dm4339	dm9251
dm2233	dm4550
dm11561	dm5233
dm10476	dm9448
dm10183	dm13436
dm3182	dm3414
dm13219	dm425
dm3150	dm5331
dm10628	dm546
dm6104	dm72
dm1181	dm5061
dm2240	dm2978
dm11311	dm13634
dm4220	dm5593
dm4087	dm8813
dm8112	dm916
dm1557	dm3785
dm3692	dm5281
dm2945	dm8309
dm11528	dm12239
dm6715	dm9080
dm11167	dm2676
dm11339	dm9312
dm10166	dm2125
dm3291	dm4251
dm4136	dm7513
dm8164	dm8253
dm2715	dm5555
dm11606	dm4073
dm12214	dm6958
dm13068	dm7887
dm2738	dm3439
dm3251	dm3355
dm10080	dm13301
dm11452	dm11748
dm3129	dm9452
dm1619	dm8710
dm2713	dm9333
dm6401	dm6509
dm3797	dm5642
dm5616	dm7515
dm3548	dm9255
dm3969	dm7182
dm3751	dm7581
dm6074	dm9548
dm12247	dm9056
dm3310	dm5331
dm4335	dm546
dm11031	dm9678
dm2987	dm5506
dm1124	dm1279
dm10355	dm107
dm241	dm5838
dm10937	dm4766
dm10929	dm757
dm766	dm8576
dm11033	dm223
dm4371	dm5878
dm11909	dm4157
dm4298	dm9707
dm13420	dm5360
dm271	dm5354
dm1236	dm4566
dm1218	dm6869
dm11245	dm3651
dm3291	dm8402
dm12141	dm6429
dm2240	dm9922
dm12947	dm7303
dm10997	dm2182
dm12219	dm13240
dm636	dm8465
dm1566	dm4209
dm12809	dm6924
dm590	dm5997
dm12710	dm8251
dm2228	dm6122
dm246	dm9725
dm2093	dm877
dm1810	dm6398
dm3894	dm5839
dm3389	dm7975
dm1654	dm2093
dm3613	dm7891
dm11290	dm5152
dm2214	dm4402
dm10216	dm11262
dm6716	dm7212
dm12401	dm1465
dm11362	dm2370
dm10783	dm8226
dm12562	dm6024
dm7419	dm7723
dm1081	dm99
dm12825	dm5169
dm2725	dm6518
dm12876	dm6294
dm480	dm6194
dm5057	dm7611
dm2695	dm6535
dm13962	dm1936
dm2026	dm5298
dm13769	dm3889
dm114	dm195
dm6888	dm9272
dm12247	dm1508
dm425	dm9449
dm11262	dm4278
dm10498	dm2082
dm11311	dm13349
dm11289	dm11462
dm8621	dm990
dm1092	dm3958
dm11510	dm4836
dm481	dm9314
dm11043	dm12337
dm3995	dm6390
dm78	dm9206
dm5134	dm8985
dm13801	dm5979
dm8987	dm9448
dm4295	dm8061
dm3309	dm7974
dm2449	dm3290
dm10112	dm11234
dm10727	dm2243
dm13633	dm2569
dm11727	dm4942
dm13087	dm2828
dm2412	dm2742
dm1879	dm7417
dm11989	dm8171
dm5296	dm6390
dm13612	dm13700
dm4942	dm859
dm5292	dm7629
dm8158	dm9678
dm12391	dm9594
dm3386	dm5221
dm10533	dm6088
dm11514	dm2280
dm10600	dm13597
dm11725	dm8272
dm5024	dm6669
dm6733	dm7149
dm11311	dm866
dm13776	dm9251
dm5408	dm7808
dm2436	dm7022
dm10707	dm5367
dm293	dm8280
dm2654	dm7149
dm3321	dm6518
dm2436	dm3869
dm6447	dm7276
dm12165	dm2889
dm10317	dm2937
dm12140	dm1757
dm12248	dm7360
dm7934	dm9448
dm11234	dm9592
dm4770	dm7748
dm2073	dm831
dm4555	dm8452
dm6025	dm7003
dm4700	dm6854
dm5878	dm70
dm11213	dm2232
dm13535	dm6487
dm252	dm4270
dm3756	dm9372
dm11726	dm1676
dm3322	dm4531
dm3957	dm427
dm7333	dm87
dm12109	dm1610
dm3629	dm6260
dm4008	dm5109
dm10592	dm8890
dm1633	dm6488
dm12788	dm948
dm3969	dm4836
dm10080	dm2563
dm11484	dm4335
dm5221	dm8111
dm5121	dm8589
dm2272	dm3044
dm12073	dm8731
dm5926	dm8157
dm1218	dm5099
dm12647	dm9425
dm8035	dm9867
dm12248	dm3162
dm1251	dm6855
dm12558	dm9704
dm11014	dm3059
dm5789	dm8135
dm614	dm7162
dm13067	dm8251
dm7144	dm8696
dm2465	dm5784
dm9909	dm9910
dm3020	dm878
dm10550	dm10874
dm4556	dm917
dm3108	dm798
dm12094	dm2582
dm10558	dm9278
dm13263	dm7235
dm13985	dm2741
dm13040	dm2908
dm106	dm7360
dm11212	dm9294
dm4380	dm4493
dm104	dm3867
dm2175	dm715
dm13786	dm6192
dm3492	dm809
dm10858	dm10859
dm1848	dm3844
dm12407	dm1745
dm11016	dm12029
dm6053	dm7160
dm1065	dm2449
dm5224	dm8315
dm10192	dm12973
dm3089	dm3505
dm8378	dm9206
dm315	dm8750
dm13084	dm3662
dm7113	dm816
dm12418	dm3953
dm6142	dm8450
dm2768	dm4415
dm2449	dm8038
dm8402	dm9205
dm5529	dm8934
dm12293	dm12491
dm11075	dm11342
dm10852	dm10997
dm3204	dm3363
dm10550	dm13924
dm10031	dm7724
dm2233	dm9314
dm10444	dm1942
dm10268	dm6060
dm13633	dm1982
dm13769	dm6450
dm14086	dm4568
dm11795	dm6784
dm6191	dm7272
dm1286	dm6950
dm5343	dm7555
dm3365	dm6847
dm5772	dm6607
dm13417	dm9044
dm11098	dm2035
dm12953	dm1810
dm14038	dm5176
dm6074	dm8920
dm4281	dm9911
dm5786	dm7685
dm12944	dm6144
dm2929	dm7645
dm2334	dm3808
dm6294	dm6629
dm3965	dm9952
dm4102	dm6077
dm1279	dm9083
dm13241	dm3907
dm13011	dm4532
dm5315	dm809
dm6281	dm7687
dm4318	dm4814
dm12517	dm3144
dm4532	dm5070
dm1236	dm3705
dm3602	dm7791
dm10084	dm8934
dm5137	dm5221
dm10444	dm2398
dm11431	dm6995
dm10897	dm6331
dm2267	dm2945
dm9467	dm9818
dm4943	dm7380
dm2705	dm5221
dm2738	dm4199
dm12974	dm5720
dm498	dm6481
dm5720	dm8567
dm12120	dm9308
dm12407	dm1615
dm10482	dm9889
dm10292	dm8372
dm11869	dm6803
dm11583	dm13937
dm12069	dm12297
dm12632	dm13829
dm2398	dm6355
dm3107	dm403
dm2879	dm8250
dm13581	dm5239
dm2243	dm9646
dm11042	dm6784
dm2298	dm6666
dm268	dm7729
dm10084	dm5452
dm14003	dm2051
dm2813	dm8549
dm14059	dm5435
dm5629	dm9069
dm2361	dm8188
dm11857	dm1576
dm6956	dm7496
dm10188	dm12328
dm11506	dm8356
dm10958	dm195
dm2071	dm606
dm2991	dm7400
dm3854	dm5675
dm12294	dm2478
dm8311	dm8501
dm11314	dm3384
dm12730	dm2705
dm11293	dm2350
dm11098	dm6665
dm2751	dm5799
dm10999	dm8788
dm3222	dm9864
dm7078	dm9811
dm2751	dm94
dm13123	dm6468
dm11812	dm1856
dm1862	dm5740
dm12748	dm13338
dm12135	dm3692
dm11794	dm5894
dm262	dm9759
dm11875	dm8933
dm3895	dm5894
dm4359	dm4441
dm7190	dm7952
dm1497	dm4093
dm5432	dm8165
dm11996	dm8447
dm13633	dm8627
dm3772	dm7883
dm1368	dm1435
dm2476	dm4441
dm13177	dm5788
dm2996	dm4634
dm3492	dm8669
dm2240	dm5941
dm5137	dm5788
dm10257	dm1547
dm5394	dm7925
dm2379	dm9757
dm6033	dm6191
dm13937	dm6909
dm11534	dm12215
dm8061	dm8647
dm11819	dm7230
dm7009	dm7974
dm11454	dm7078
dm11839	dm4065
dm5012	dm5720
dm4516	dm5653
dm2792	dm3751
dm3692	dm590
dm10143	dm10801
dm246	dm8280
dm6140	dm7380
dm14045	dm5784
dm1576	dm5209
dm13815	dm2093
dm5475	dm6341
dm2413	dm6164
dm10954	dm4835
dm5688	dm7452
dm11310	dm8765
dm5394	dm8711
dm3894	dm7611
dm13418	dm8251
dm3575	dm9622
dm6715	dm6780
dm12027	dm9271
dm6954	dm7424
dm13601	dm7742
dm10273	dm2243
dm2985	dm3714
dm3900	dm4318
dm3662	dm4867
dm11454	dm12293
dm6647	dm7667
dm1468	dm9552
dm9251	dm9666
dm11451	dm9659
dm10420	dm5978
dm10208	dm11378
dm12109	dm4493
dm5937	dm9597
dm2071	dm8766
dm11532	dm13193
dm3969	dm4683
dm7237	dm878
dm5223	dm9144
dm7599	dm9271
dm2233	dm9757
dm11311	dm3512
dm11236	dm3602
dm10727	dm2614
dm10270	dm5398
dm7359	dm9452
dm2891	dm5042
dm1537	dm6209
dm5408	dm7436
dm1380	dm4645
dm11234	dm2694
dm2467	dm8514
dm12953	dm4310
dm3467	dm9127
dm2718	dm7172
dm5400	dm94
dm444	dm7613
dm11819	dm2944
dm10256	dm6666
dm10675	dm11794
dm12248	dm6909
dm10787	dm1328
dm12109	dm12238
dm4739	dm5024
dm12191	dm12212
dm2271	dm552
dm1147	dm9019
dm4838	dm5358
dm8623	dm9760
dm3967	dm8309
dm5394	dm8021
dm11294	dm7549
dm2381	dm4485
dm10292	dm4147
dm3616	dm4220
dm4146	dm442
dm3751	dm3896
dm2244	dm2996
dm5860	dm6534
dm11311	dm2697
dm5975	dm8371
dm2197	dm5318
dm10886	dm8157
dm1069	dm4838
dm3869	dm8452
dm444	dm7380
dm3206	dm7952
dm4977	dm8813
dm3059	dm9706
dm2350	dm5514
dm12905	dm6584
dm12211	dm9253
dm10779	dm6259
dm5616	dm6284
dm1456	dm4241
dm10997	dm2003
dm10	dm7547
dm7952	dm8309
dm5284	dm8346
dm10628	dm2524
dm6770	dm72
dm2751	dm7275
dm10420	dm10496
dm10952	dm7685
dm4339	dm7952
dm9107	dm9731
dm2449	dm3602
dm4637	dm5163
dm11726	dm7515
dm3818	dm5099
dm7887	dm8951
dm3818	dm7325
dm11529	dm92
dm7317	dm7598
dm11430	dm6828
dm8349	dm9710
dm2737	dm7974
dm8515	dm8515
dm10235	dm11088
dm10343	dm5583
dm2193	dm4904
dm4766	dm5157
dm6401	dm9308
dm2649	dm3967
dm5466	dm6293
dm6584	dm7402
dm13043	dm2976
dm13897	dm5317
dm12127	dm9082
dm11070	dm8371
dm10436	dm7197
dm11680	dm4568
dm10317	dm9620
dm12196	dm2135
dm4767	dm4943
dm11340	dm13787
dm1770	dm9168
dm6074	dm8813
dm2172	dm246
dm13897	dm9550
dm11947	dm3626
dm6295	dm6910
dm13121	dm2840
dm2792	dm4015
dm4923	dm6103
dm3906	dm5070
dm13660	dm5414
dm6753	dm8838
dm12632	dm8514
dm11385	dm7846
dm4836	dm9925
dm13270	dm7317
dm8312	dm9056
dm5957	dm7055
dm3789	dm7325
dm3802	dm3838
dm12045	dm13421
dm1936	dm3538
dm1988	dm4055
dm3742	dm8061
dm11527	dm8664
dm11289	dm3817
dm1932	dm3376
dm548	dm6784
dm2361	dm6343
dm4755	dm6141
dm12248	dm5639
dm1420	dm2751
dm2171	dm7850
dm6909	dm7417
dm12221	dm7573
dm11812	dm5720
dm3953	dm8187
dm1380	dm4087
dm2967	dm8277
dm390	dm7993
dm2630	dm9445
dm12995	dm8788
dm4452	dm7023
dm1812	dm6448
dm7728	dm8348
dm5174	dm9309
dm11727	dm8214
dm11527	dm11831
dm11182	dm7599
dm4130	dm9253
dm11032	dm4013
dm5785	dm9703
dm11324	dm7214
dm12957	dm8116
dm5705	dm852
dm12136	dm5720
dm13263	dm5173
dm3682	dm8416
dm11363	dm8157
dm11011	dm5038
dm8311	dm8349
dm195	dm2947
dm2464	dm7023
dm2715	dm8934
dm164	dm3416
dm10272	dm2739
dm707	dm798
dm11855	dm7272
dm10084	dm9124
dm12825	dm8933
dm3834	dm5764
dm1802	dm6886
dm2678	dm878
dm2945	dm4829
dm12947	dm9333
dm241	dm4453
dm10439	dm4015
dm3969	dm7603
dm3097	dm9251
dm3100	dm8667
dm4333	dm6391
dm1077	dm9574
dm3772	dm8999
dm1664	dm3602
dm12848	dm4593
dm4878	dm8579
dm3613	dm8865
dm13580	dm2652
dm4507	dm590
dm1185	dm9168
dm6930	dm7056
dm13218	dm7079
dm1281	dm9659
dm2203	dm9056
dm12997	dm80
dm1000	dm6669
dm2445	dm8042
dm13335	dm7299
dm2998	dm4058
dm7451	dm9069
dm1113	dm14065
dm13011	dm9491
dm2868	dm3936
dm1292	dm949
dm11011	dm5267
dm4594	dm7720
dm1526	dm9661
dm10437	dm3469
dm2193	dm6652
dm834	dm8814
dm11267	dm3449
dm12247	dm6665
dm2088	dm825
dm311	dm7882
dm613	dm7515
dm10084	dm5848
dm1113	dm13870
dm2228	dm7790
dm12215	dm214
dm2649	dm7724
dm1311	dm2737
dm7681	dm7681
dm10287	dm1547
dm2243	dm3424
dm3717	dm4442
dm4199	dm7975
dm14033	dm4840
dm4153	dm4153
dm2795	dm7078
dm2653	dm5087
dm13965	dm7465
dm10287	dm3650
dm12380	dm6115
dm6518	dm6674
dm12632	dm8667
dm11311	dm8730
dm6671	dm9755
dm12843	dm9737
dm12379	dm12650
dm1355	dm380
dm12015	dm4087
dm1119	dm9372
dm11451	dm126
dm195	dm9549
dm5070	dm7721
dm2464	dm4358
dm10627	dm2318
dm11663	dm509
dm12202	dm3353
dm2013	dm4124
dm10801	dm3853
dm4700	dm9884
dm3357	dm6560
dm813	dm9755
dm11311	dm1489
dm12215	dm8545
dm10533	dm3699
dm6719	dm7214
dm121	dm9925
dm333	dm8253
dm10314	dm8280
dm11680	dm4957
dm7721	dm7926
dm9149	dm9811
dm11234	dm3010
dm6989	dm797
dm14040	dm8186
dm11384	dm2252
dm2158	dm6142
dm3104	dm9001
dm11527	dm2879
dm5848	dm6152
dm8687	dm9448
dm2178	dm6328
dm14045	dm6446
dm10879	dm5894
dm126	dm6294
dm3752	dm8750
dm11430	dm9760
dm4368	dm6357
dm2003	dm3970
dm13264	dm2792
dm13576	dm3368
dm13417	dm7023
dm12210	dm2308
dm12537	dm1542
dm10109	dm7995
dm13600	dm4103
dm11582	dm5298
dm11482	dm6090
dm10183	dm7610
dm10268	dm5846
dm10118	dm4019
dm1173	dm5979
dm2571	dm9253
dm12355	dm7706
dm1868	dm7706
dm2578	dm4614
dm12490	dm9081
dm1354	dm1497
dm2398	dm7611
dm5318	dm9312
dm10929	dm2277
dm10216	dm1556
dm10183	dm3323
dm5070	dm5808
dm6344	dm8612
dm1873	dm7004
dm2846	dm7495
dm11311	dm3162
dm13937	dm9641
dm10782	dm809
dm11122	dm1982
dm498	dm8813
dm2068	dm2654
dm13580	dm3151
dm6643	dm8350
dm10080	dm82
dm2306	dm2772
dm13334	dm1777
dm1820	dm2706
dm10420	dm3540
dm12072	dm2891
dm11835	dm4766
dm1939	dm6673
dm7648	dm8186
dm2935	dm611
dm2532	dm4835
dm12718	dm946
dm3363	dm7436
dm10314	dm9843
dm1739	dm2397
dm11582	dm809
dm3012	dm3012
dm2243	dm3716
dm1701	dm8331
dm8037	dm923
dm12647	dm1532
dm4360	dm7951
dm5170	dm7002
dm10727	dm3818
dm6930	dm8157
dm107	dm6279
dm1869	dm4278
dm12354	dm2495
dm4452	dm6557
dm2659	dm3211
dm5190	dm8186
dm8699	dm9355
dm5937	dm9724
dm6404	dm6404
dm3616	dm6416
dm5419	dm7023
dm8021	dm9352
dm10463	dm10809
dm3791	dm911
dm11411	dm1182
dm6448	dm7325
dm5927	dm9151
dm12417	dm2787
dm3150	dm4579
dm1532	dm8134
dm7161	dm7610
dm6348	dm6500
dm1456	dm2233
dm10652	dm4380
dm3751	dm6645
dm2403	dm4153
dm12045	dm6405
dm106	dm278
dm10183	dm3772
dm2739	dm2799
dm2464	dm6390
dm3636	dm4704
dm4824	dm6529
dm8712	dm8950
dm3895	dm8656
dm8308	dm8999
dm7547	dm8189
dm13580	dm4842
dm11435	dm6584
dm3789	dm4456
dm10727	dm8276
dm611	dm6928
dm525	dm6398
dm5846	dm6930
dm6164	dm9572
dm12025	dm2578
dm10890	dm11887
dm10163	dm2444
dm5410	dm823
dm3248	dm4331
dm433	dm8886
dm1622	dm3106
dm6398	dm7741
dm8256	dm8256
dm2787	dm9184
dm11509	dm2715
dm13856	dm2999
dm13962	dm7006
dm2203	dm4358
dm480	dm633
dm2280	dm8612
dm1281	dm6909
dm4299	dm8951
dm12111	dm12212
dm1326	dm4790
dm3481	dm862
dm5713	dm9065
dm7023	dm7756
dm12327	dm13297
dm12296	dm823
dm10431	dm8170
dm2680	dm816
dm10836	dm6060
dm11044	dm12194
dm13888	dm934
dm1147	dm6665
dm8754	dm9755
dm1778	dm247
dm3184	dm4792
dm5296	dm6956
dm11547	dm13433
dm4008	dm8687
dm13417	dm9497
dm13354	dm8157
dm1113	dm2374
dm13937	dm4637
dm3932	dm6088
dm1527	dm6518
dm12884	dm917
dm10675	dm180
dm12178	dm13635
dm1378	dm6974
dm1021	dm2703
dm1105	dm6411
dm6719	dm7552
dm1086	dm1936
dm3365	dm8230
dm2068	dm5629
dm3163	dm417
dm4590	dm572
dm6278	dm6278
dm6482	dm7191
dm1778	dm3000
dm10376	dm2071
dm5070	dm7693
dm10113	dm3876
dm854	dm9205
dm13380	dm8488
dm2119	dm7003
dm1647	dm6074
dm11262	dm1311
dm4185	dm5070
dm12410	dm559
dm3613	dm4441
dm7568	dm9574
dm11510	dm9495
dm3772	dm5135
dm2871	dm5757
dm2073	dm3856
dm3716	dm3886
dm6973	dm7732
dm10142	dm3225
dm10375	dm8161
dm10287	dm11947
dm6715	dm6950
dm12045	dm3321
dm11908	dm5784
dm12403	dm5169
dm13193	dm8983
dm11212	dm13476
dm1936	dm2718
dm4252	dm6988
dm7002	dm9359
dm1883	dm9640
dm2145	dm5488
dm10216	dm6911
dm1456	dm650
